destination_name,country,continent,type,avg_cost_usd_day,best_season,avg_rating,annual_visitors_m,unesco_site,budget_level,culture,adventure,nature,beaches,nightlife,cuisine,wellness,urban,seclusion,climate_label
Crystal Canyon,Egypt,Africa,Adventure,174.63,Spring,4.5,4.06,Yes,Premium,4.428571428571429,3.0,3.5714285714285716,2.142857142857143,2.4285714285714284,3.7142857142857144,2.857142857142857,2.857142857142857,3.0,Cold
Serene Plaza,India,Asia,Beach,184.51,Winter,4.4,2.62,No,Premium,4.777777777777778,3.0,3.0,1.6666666666666667,2.888888888888889,4.333333333333333,3.0,3.3333333333333335,2.3333333333333335,Pleasant
Crystal Ruins,Greece,Europe,Nature,153.48,Winter,4.8,9.93,No,Premium,4.0,3.2,3.8,3.8,3.6,4.6,3.2,3.2,3.0,Warm
Crystal Pagoda,Spain,Europe,Beach,154.88,Winter,4.3,9.71,No,Premium,4.25,3.1666666666666665,3.4166666666666665,3.0,3.6666666666666665,4.416666666666667,3.1666666666666665,3.4166666666666665,2.75,Pleasant
Crystal Forest,Greece,Europe,Adventure,263.79,Spring,4.6,7.11,No,Premium,4.0,3.2,3.8,3.8,3.6,4.6,3.2,3.2,3.0,Warm
Golden Plaza,New Zealand,Oceania,Adventure,257.66,Autumn,4.3,6.05,Yes,Premium,3.3333333333333335,4.0,4.555555555555555,2.7777777777777777,3.111111111111111,3.3333333333333335,3.4444444444444446,3.0,3.2222222222222223,Cold
Serene Park,Peru,South America,Nature,144.45,Spring,4.8,6.39,Yes,Mid-range,4.333333333333333,3.8333333333333335,4.166666666666667,1.1666666666666667,2.5,3.6666666666666665,2.5,2.5,3.3333333333333335,Cold
Mystic Pagoda,South Africa,Africa,Beach,108.01,Spring,4.3,4.91,No,Mid-range,3.75,3.5,4.0,2.75,3.5,4.0,3.0,4.0,2.25,Warm
Mystic Park,Australia,Oceania,Religious,201.63,Autumn,4.0,1.24,No,Premium,3.2941176470588234,3.9411764705882355,4.529411764705882,3.6470588235294117,2.588235294117647,3.5294117647058822,3.2941176470588234,2.588235294117647,3.5294117647058822,Warm
Lush Falls,Thailand,Asia,Religious,167.09,Autumn,5.0,3.44,No,Premium,4.0,3.6,3.8,2.8,3.2,4.4,3.8,2.8,3.4,Cold
Mystic Falls,Thailand,Asia,Historical,178.57,Spring,4.8,2.04,No,Premium,4.0,3.6,3.8,2.8,3.2,4.4,3.8,2.8,3.4,Cold
Grand Forest,Thailand,Asia,Religious,83.99,Autumn,5.0,9.36,Yes,Mid-range,4.0,3.6,3.8,2.8,3.2,4.4,3.8,2.8,3.4,Cold
Hidden Valley,Italy,Europe,Adventure,146.32,Summer,4.4,8.2,No,Mid-range,4.578947368421052,2.473684210526316,3.3684210526315788,2.210526315789474,3.0,4.631578947368421,3.1578947368421053,3.5789473684210527,2.8421052631578947,Warm
Sacred Pagoda,China,Asia,Nature,64.34,Summer,4.9,9.71,No,Mid-range,4.333333333333333,3.2222222222222223,3.5555555555555554,1.2222222222222223,3.111111111111111,3.888888888888889,3.0,3.5555555555555554,2.888888888888889,Warm
Lush Pagoda,Thailand,Asia,Beach,163.78,Winter,4.6,4.95,No,Premium,4.0,3.6,3.8,2.8,3.2,4.4,3.8,2.8,3.4,Cold
Crystal Pagoda,Italy,Europe,City,70.28,Spring,4.3,1.04,No,Mid-range,4.578947368421052,2.473684210526316,3.3684210526315788,2.210526315789474,3.0,4.631578947368421,3.1578947368421053,3.5789473684210527,2.8421052631578947,Warm
Serene Ruins,Vietnam,Asia,Beach,162.97,Summer,4.6,10.0,No,Premium,4.142857142857143,3.4285714285714284,3.7142857142857144,1.8571428571428572,2.4285714285714284,4.285714285714286,3.142857142857143,3.0,3.4285714285714284,Cold
Ancient Temple,Argentina,South America,Nature,150.26,Summer,4.5,7.81,No,Premium,3.4,4.2,4.3,1.5,3.0,3.8,3.0,3.0,3.5,Cold
Mystic Pagoda,Greece,Europe,Adventure,134.35,Summer,4.0,1.73,No,Mid-range,4.0,3.2,3.8,3.8,3.6,4.6,3.2,3.2,3.0,Warm
Lush Pagoda,Argentina,South America,Nature,156.01,Spring,4.7,2.67,No,Premium,3.4,4.2,4.3,1.5,3.0,3.8,3.0,3.0,3.5,Cold
Sacred Ruins,Mexico,North America,Adventure,203.02,Winter,5.0,3.9,No,Premium,3.933333333333333,3.466666666666667,3.533333333333333,2.8666666666666667,3.6666666666666665,4.333333333333333,3.4,3.2,2.6666666666666665,Cold
Sacred Canyon,Spain,Europe,Historical,166.62,Autumn,4.3,5.44,No,Premium,4.25,3.1666666666666665,3.4166666666666665,3.0,3.6666666666666665,4.416666666666667,3.1666666666666665,3.4166666666666665,2.75,Pleasant
Lush Ruins,France,Europe,Historical,155.74,Spring,5.0,8.6,No,Premium,4.266666666666667,2.466666666666667,3.2,2.0,3.1333333333333333,4.2,3.066666666666667,3.466666666666667,2.933333333333333,Pleasant
Sacred Forest,India,Asia,Nature,253.04,Autumn,5.0,8.83,No,Premium,4.777777777777778,3.0,3.0,1.6666666666666667,2.888888888888889,4.333333333333333,3.0,3.3333333333333335,2.3333333333333335,Pleasant
Serene Park,China,Asia,Adventure,98.98,Spring,4.4,0.77,No,Mid-range,4.333333333333333,3.2222222222222223,3.5555555555555554,1.2222222222222223,3.111111111111111,3.888888888888889,3.0,3.5555555555555554,2.888888888888889,Warm
Lush Plaza,China,Asia,City,182.27,Autumn,4.9,7.19,Yes,Premium,4.333333333333333,3.2222222222222223,3.5555555555555554,1.2222222222222223,3.111111111111111,3.888888888888889,3.0,3.5555555555555554,2.888888888888889,Warm
Golden Ruins,China,Asia,Religious,128.32,Winter,4.4,0.64,No,Mid-range,4.333333333333333,3.2222222222222223,3.5555555555555554,1.2222222222222223,3.111111111111111,3.888888888888889,3.0,3.5555555555555554,2.888888888888889,Warm
Lush Valley,Australia,Oceania,Nature,202.92,Spring,4.0,4.23,No,Premium,3.2941176470588234,3.9411764705882355,4.529411764705882,3.6470588235294117,2.588235294117647,3.5294117647058822,3.2941176470588234,2.588235294117647,3.5294117647058822,Warm
Grand Ruins,Australia,Oceania,Adventure,194.3,Summer,4.5,3.81,No,Premium,3.2941176470588234,3.9411764705882355,4.529411764705882,3.6470588235294117,2.588235294117647,3.5294117647058822,3.2941176470588234,2.588235294117647,3.5294117647058822,Warm
Grand Valley,Spain,Europe,Adventure,225.12,Spring,4.5,4.27,No,Premium,4.25,3.1666666666666665,3.4166666666666665,3.0,3.6666666666666665,4.416666666666667,3.1666666666666665,3.4166666666666665,2.75,Pleasant
Lush Forest,Peru,South America,Religious,199.08,Autumn,4.6,9.52,No,Premium,4.333333333333333,3.8333333333333335,4.166666666666667,1.1666666666666667,2.5,3.6666666666666665,2.5,2.5,3.3333333333333335,Cold
Crystal Temple,Italy,Europe,Nature,64.83,Summer,4.5,4.86,Yes,Mid-range,4.578947368421052,2.473684210526316,3.3684210526315788,2.210526315789474,3.0,4.631578947368421,3.1578947368421053,3.5789473684210527,2.8421052631578947,Warm
Ancient Pagoda,Spain,Europe,Adventure,149.69,Summer,4.6,3.62,No,Mid-range,4.25,3.1666666666666665,3.4166666666666665,3.0,3.6666666666666665,4.416666666666667,3.1666666666666665,3.4166666666666665,2.75,Pleasant
Golden Falls,USA,North America,Religious,84.78,Spring,4.7,1.22,No,Mid-range,4.084714165503293,3.2801098212388133,3.7489909779763613,2.33892642417113,3.117380553583651,4.038431451973767,3.119507328644805,3.2649765443172725,2.934566021440665,Pleasant
Mystic Temple,Italy,Europe,Historical,94.94,Spring,4.6,3.78,No,Mid-range,4.578947368421052,2.473684210526316,3.3684210526315788,2.210526315789474,3.0,4.631578947368421,3.1578947368421053,3.5789473684210527,2.8421052631578947,Warm
Ancient Park,Australia,Oceania,Adventure,146.87,Winter,4.8,6.84,Yes,Mid-range,3.2941176470588234,3.9411764705882355,4.529411764705882,3.6470588235294117,2.588235294117647,3.5294117647058822,3.2941176470588234,2.588235294117647,3.5294117647058822,Warm
Mystic Temple,China,Asia,Nature,127.67,Winter,4.4,0.89,No,Mid-range,4.333333333333333,3.2222222222222223,3.5555555555555554,1.2222222222222223,3.111111111111111,3.888888888888889,3.0,3.5555555555555554,2.888888888888889,Warm
Golden Pagoda,India,Asia,Religious,123.49,Spring,4.3,2.18,No,Mid-range,4.777777777777778,3.0,3.0,1.6666666666666667,2.888888888888889,4.333333333333333,3.0,3.3333333333333335,2.3333333333333335,Pleasant
Hidden Park,Argentina,South America,Religious,78.3,Winter,4.4,3.96,Yes,Mid-range,3.4,4.2,4.3,1.5,3.0,3.8,3.0,3.0,3.5,Cold
Lush Canyon,Argentina,South America,Religious,248.24,Autumn,4.5,0.87,No,Premium,3.4,4.2,4.3,1.5,3.0,3.8,3.0,3.0,3.5,Cold
Grand Park,Canada,North America,Adventure,175.73,Autumn,4.9,1.28,Yes,Premium,3.9285714285714284,3.5714285714285716,4.285714285714286,2.142857142857143,3.0,3.5,3.2857142857142856,3.2857142857142856,3.0714285714285716,Cold
Crystal Beach,Japan,Asia,Nature,144.38,Spring,4.4,8.16,No,Mid-range,4.5,2.2,3.3,1.6,3.1,4.4,3.0,3.6,2.8,Warm
Golden Park,Kenya,Africa,Adventure,113.18,Spring,4.7,2.49,Yes,Mid-range,4.0,4.0,4.5,3.0,3.0,3.5,3.0,3.5,2.5,Warm
Hidden Temple,Vietnam,Asia,Historical,136.25,Winter,3.8,6.37,No,Mid-range,4.142857142857143,3.4285714285714284,3.7142857142857144,1.8571428571428572,2.4285714285714284,4.285714285714286,3.142857142857143,3.0,3.4285714285714284,Cold
Mystic Valley,Morocco,Africa,City,118.67,Spring,3.8,7.6,No,Mid-range,4.285714285714286,2.5714285714285716,3.0,2.0,2.857142857142857,4.142857142857143,3.142857142857143,3.2857142857142856,3.0,Pleasant
Lush Beach,Morocco,Africa,Religious,178.83,Summer,4.6,5.36,No,Premium,4.285714285714286,2.5714285714285716,3.0,2.0,2.857142857142857,4.142857142857143,3.142857142857143,3.2857142857142856,3.0,Pleasant
Crystal Falls,South Africa,Africa,Historical,101.39,Winter,4.5,4.75,Yes,Mid-range,3.75,3.5,4.0,2.75,3.5,4.0,3.0,4.0,2.25,Warm
Sacred Falls,Thailand,Asia,City,69.68,Winter,4.6,3.06,Yes,Mid-range,4.0,3.6,3.8,2.8,3.2,4.4,3.8,2.8,3.4,Cold
Crystal Pagoda,Australia,Oceania,Nature,140.65,Spring,4.5,3.56,No,Mid-range,3.2941176470588234,3.9411764705882355,4.529411764705882,3.6470588235294117,2.588235294117647,3.5294117647058822,3.2941176470588234,2.588235294117647,3.5294117647058822,Warm
Lush Valley,Argentina,South America,Religious,117.67,Spring,4.2,1.64,No,Mid-range,3.4,4.2,4.3,1.5,3.0,3.8,3.0,3.0,3.5,Cold
Sacred Falls,Germany,Europe,City,160.91,Autumn,4.8,6.95,No,Premium,4.2727272727272725,2.4545454545454546,3.1818181818181817,1.4545454545454546,3.6363636363636362,3.8181818181818183,3.0,4.0,2.5454545454545454,Warm
Ancient Pagoda,Spain,Europe,Adventure,149.6,Summer,4.9,1.33,Yes,Mid-range,4.25,3.1666666666666665,3.4166666666666665,3.0,3.6666666666666665,4.416666666666667,3.1666666666666665,3.4166666666666665,2.75,Pleasant
Hidden Valley,Japan,Asia,Religious,268.72,Spring,4.8,7.58,No,Premium,4.5,2.2,3.3,1.6,3.1,4.4,3.0,3.6,2.8,Warm
Sacred Falls,Kenya,Africa,City,98.14,Autumn,4.4,3.2,Yes,Mid-range,4.0,4.0,4.5,3.0,3.0,3.5,3.0,3.5,2.5,Warm
Lush Canyon,Egypt,Africa,City,219.79,Summer,4.1,5.92,No,Premium,4.428571428571429,3.0,3.5714285714285716,2.142857142857143,2.4285714285714284,3.7142857142857144,2.857142857142857,2.857142857142857,3.0,Cold
Golden Canyon,Morocco,Africa,Adventure,80.07,Summer,4.7,1.47,Yes,Mid-range,4.285714285714286,2.5714285714285716,3.0,2.0,2.857142857142857,4.142857142857143,3.142857142857143,3.2857142857142856,3.0,Pleasant
Sacred Ruins,Vietnam,Asia,Beach,127.09,Summer,4.3,2.03,Yes,Mid-range,4.142857142857143,3.4285714285714284,3.7142857142857144,1.8571428571428572,2.4285714285714284,4.285714285714286,3.142857142857143,3.0,3.4285714285714284,Cold
Sacred Plaza,China,Asia,Adventure,120.38,Spring,4.2,2.15,No,Mid-range,4.333333333333333,3.2222222222222223,3.5555555555555554,1.2222222222222223,3.111111111111111,3.888888888888889,3.0,3.5555555555555554,2.888888888888889,Warm
Ancient Pagoda,South Africa,Africa,Religious,30.0,Winter,4.7,9.83,No,Budget,3.75,3.5,4.0,2.75,3.5,4.0,3.0,4.0,2.25,Warm
Hidden Temple,Egypt,Africa,Adventure,138.05,Spring,4.2,9.71,Yes,Mid-range,4.428571428571429,3.0,3.5714285714285716,2.142857142857143,2.4285714285714284,3.7142857142857144,2.857142857142857,2.857142857142857,3.0,Cold
Ancient Falls,India,Asia,Adventure,161.87,Winter,4.6,2.95,No,Premium,4.777777777777778,3.0,3.0,1.6666666666666667,2.888888888888889,4.333333333333333,3.0,3.3333333333333335,2.3333333333333335,Pleasant
Crystal Temple,New Zealand,Oceania,Religious,175.05,Spring,4.2,9.33,Yes,Premium,3.3333333333333335,4.0,4.555555555555555,2.7777777777777777,3.111111111111111,3.3333333333333335,3.4444444444444446,3.0,3.2222222222222223,Cold
Golden Beach,Greece,Europe,Adventure,252.17,Summer,5.0,3.16,No,Premium,4.0,3.2,3.8,3.8,3.6,4.6,3.2,3.2,3.0,Warm
Serene Valley,Peru,South America,City,116.87,Winter,4.7,3.57,No,Mid-range,4.333333333333333,3.8333333333333335,4.166666666666667,1.1666666666666667,2.5,3.6666666666666665,2.5,2.5,3.3333333333333335,Cold
Serene Falls,New Zealand,Oceania,City,163.99,Winter,3.7,2.8,No,Premium,3.3333333333333335,4.0,4.555555555555555,2.7777777777777777,3.111111111111111,3.3333333333333335,3.4444444444444446,3.0,3.2222222222222223,Cold
Mystic Ruins,Germany,Europe,Nature,162.99,Summer,4.2,3.24,Yes,Premium,4.2727272727272725,2.4545454545454546,3.1818181818181817,1.4545454545454546,3.6363636363636362,3.8181818181818183,3.0,4.0,2.5454545454545454,Warm
Golden Ruins,New Zealand,Oceania,Historical,93.04,Winter,4.6,5.07,Yes,Mid-range,3.3333333333333335,4.0,4.555555555555555,2.7777777777777777,3.111111111111111,3.3333333333333335,3.4444444444444446,3.0,3.2222222222222223,Cold
Golden Ruins,France,Europe,Historical,117.41,Winter,4.5,3.7,No,Mid-range,4.266666666666667,2.466666666666667,3.2,2.0,3.1333333333333333,4.2,3.066666666666667,3.466666666666667,2.933333333333333,Pleasant
Sacred Valley,Brazil,South America,Beach,119.9,Winter,4.7,6.97,No,Mid-range,3.875,3.625,4.0,3.625,4.0,4.25,3.0,3.5,2.5,Warm
Sacred Park,Spain,Europe,Adventure,176.49,Autumn,4.9,4.98,No,Premium,4.25,3.1666666666666665,3.4166666666666665,3.0,3.6666666666666665,4.416666666666667,3.1666666666666665,3.4166666666666665,2.75,Pleasant
Golden Forest,Greece,Europe,Adventure,61.49,Winter,4.2,9.33,No,Mid-range,4.0,3.2,3.8,3.8,3.6,4.6,3.2,3.2,3.0,Warm
Lush Plaza,Argentina,South America,Adventure,168.56,Summer,4.3,9.41,Yes,Premium,3.4,4.2,4.3,1.5,3.0,3.8,3.0,3.0,3.5,Cold
Lush Valley,Thailand,Asia,Religious,174.4,Summer,5.0,8.5,No,Premium,4.0,3.6,3.8,2.8,3.2,4.4,3.8,2.8,3.4,Cold
Crystal Park,Spain,Europe,Historical,166.88,Winter,4.4,2.42,Yes,Premium,4.25,3.1666666666666665,3.4166666666666665,3.0,3.6666666666666665,4.416666666666667,3.1666666666666665,3.4166666666666665,2.75,Pleasant
Sacred Canyon,Morocco,Africa,Nature,134.08,Spring,4.4,8.24,No,Mid-range,4.285714285714286,2.5714285714285716,3.0,2.0,2.857142857142857,4.142857142857143,3.142857142857143,3.2857142857142856,3.0,Pleasant
Ancient Forest,India,Asia,Nature,164.49,Autumn,5.0,3.91,Yes,Premium,4.777777777777778,3.0,3.0,1.6666666666666667,2.888888888888889,4.333333333333333,3.0,3.3333333333333335,2.3333333333333335,Pleasant
Grand Falls,Canada,North America,Adventure,136.49,Autumn,4.8,8.26,No,Mid-range,3.9285714285714284,3.5714285714285716,4.285714285714286,2.142857142857143,3.0,3.5,3.2857142857142856,3.2857142857142856,3.0714285714285716,Cold
Hidden Plaza,India,Asia,Adventure,48.09,Autumn,4.2,4.9,No,Budget,4.777777777777778,3.0,3.0,1.6666666666666667,2.888888888888889,4.333333333333333,3.0,3.3333333333333335,2.3333333333333335,Pleasant
Mystic Pagoda,Peru,South America,Religious,202.58,Spring,4.2,5.28,No,Premium,4.333333333333333,3.8333333333333335,4.166666666666667,1.1666666666666667,2.5,3.6666666666666665,2.5,2.5,3.3333333333333335,Cold
Ancient Falls,Spain,Europe,Beach,166.35,Summer,4.4,4.15,Yes,Premium,4.25,3.1666666666666665,3.4166666666666665,3.0,3.6666666666666665,4.416666666666667,3.1666666666666665,3.4166666666666665,2.75,Pleasant
Sacred Forest,Germany,Europe,Nature,194.62,Summer,4.5,6.43,No,Premium,4.2727272727272725,2.4545454545454546,3.1818181818181817,1.4545454545454546,3.6363636363636362,3.8181818181818183,3.0,4.0,2.5454545454545454,Warm
Grand Beach,Peru,South America,Religious,76.07,Summer,4.8,1.82,No,Mid-range,4.333333333333333,3.8333333333333335,4.166666666666667,1.1666666666666667,2.5,3.6666666666666665,2.5,2.5,3.3333333333333335,Cold
Sacred Temple,Argentina,South America,Nature,175.47,Spring,4.9,5.57,No,Premium,3.4,4.2,4.3,1.5,3.0,3.8,3.0,3.0,3.5,Cold
Ancient Falls,Germany,Europe,Religious,159.09,Autumn,4.6,1.94,Yes,Premium,4.2727272727272725,2.4545454545454546,3.1818181818181817,1.4545454545454546,3.6363636363636362,3.8181818181818183,3.0,4.0,2.5454545454545454,Warm
Serene Plaza,New Zealand,Oceania,Historical,95.43,Summer,4.3,7.57,No,Mid-range,3.3333333333333335,4.0,4.555555555555555,2.7777777777777777,3.111111111111111,3.3333333333333335,3.4444444444444446,3.0,3.2222222222222223,Cold
Crystal Beach,New Zealand,Oceania,Nature,153.58,Summer,4.4,7.74,No,Premium,3.3333333333333335,4.0,4.555555555555555,2.7777777777777777,3.111111111111111,3.3333333333333335,3.4444444444444446,3.0,3.2222222222222223,Cold
Hidden Beach,USA,North America,Historical,132.62,Spring,4.7,8.3,No,Mid-range,4.084714165503293,3.2801098212388133,3.7489909779763613,2.33892642417113,3.117380553583651,4.038431451973767,3.119507328644805,3.2649765443172725,2.934566021440665,Pleasant
Golden Valley,USA,North America,City,136.51,Autumn,4.2,8.07,Yes,Mid-range,4.084714165503293,3.2801098212388133,3.7489909779763613,2.33892642417113,3.117380553583651,4.038431451973767,3.119507328644805,3.2649765443172725,2.934566021440665,Pleasant
Hidden Ruins,Australia,Oceania,City,128.63,Autumn,4.3,7.36,No,Mid-range,3.2941176470588234,3.9411764705882355,4.529411764705882,3.6470588235294117,2.588235294117647,3.5294117647058822,3.2941176470588234,2.588235294117647,3.5294117647058822,Warm
Ancient Beach,Japan,Asia,Historical,193.48,Spring,4.9,7.09,No,Premium,4.5,2.2,3.3,1.6,3.1,4.4,3.0,3.6,2.8,Warm
Crystal Pagoda,Germany,Europe,City,68.39,Summer,4.6,3.78,No,Mid-range,4.2727272727272725,2.4545454545454546,3.1818181818181817,1.4545454545454546,3.6363636363636362,3.8181818181818183,3.0,4.0,2.5454545454545454,Warm
Grand Canyon,Kenya,Africa,Adventure,61.06,Autumn,4.9,4.89,No,Mid-range,4.0,4.0,4.5,3.0,3.0,3.5,3.0,3.5,2.5,Warm
Ancient Canyon,Canada,North America,Nature,159.03,Summer,5.0,6.31,No,Premium,3.9285714285714284,3.5714285714285716,4.285714285714286,2.142857142857143,3.0,3.5,3.2857142857142856,3.2857142857142856,3.0714285714285716,Cold
Crystal Beach,Kenya,Africa,Religious,155.47,Autumn,4.7,7.12,No,Premium,4.0,4.0,4.5,3.0,3.0,3.5,3.0,3.5,2.5,Warm
Crystal Temple,Mexico,North America,Adventure,160.84,Summer,4.6,1.95,Yes,Premium,3.933333333333333,3.466666666666667,3.533333333333333,2.8666666666666667,3.6666666666666665,4.333333333333333,3.4,3.2,2.6666666666666665,Cold
Golden Pagoda,Germany,Europe,Historical,244.1,Spring,4.9,4.53,No,Premium,4.2727272727272725,2.4545454545454546,3.1818181818181817,1.4545454545454546,3.6363636363636362,3.8181818181818183,3.0,4.0,2.5454545454545454,Warm
Serene Forest,Thailand,Asia,City,159.19,Winter,4.5,9.29,No,Premium,4.0,3.6,3.8,2.8,3.2,4.4,3.8,2.8,3.4,Cold
Golden Plaza,New Zealand,Oceania,Religious,100.52,Spring,4.5,9.86,Yes,Mid-range,3.3333333333333335,4.0,4.555555555555555,2.7777777777777777,3.111111111111111,3.3333333333333335,3.4444444444444446,3.0,3.2222222222222223,Cold
Grand Park,France,Europe,Adventure,276.93,Summer,4.7,4.29,No,Premium,4.266666666666667,2.466666666666667,3.2,2.0,3.1333333333333333,4.2,3.066666666666667,3.466666666666667,2.933333333333333,Pleasant
Grand Beach,China,Asia,Religious,142.1,Autumn,4.4,8.13,Yes,Mid-range,4.333333333333333,3.2222222222222223,3.5555555555555554,1.2222222222222223,3.111111111111111,3.888888888888889,3.0,3.5555555555555554,2.888888888888889,Warm
Hidden Valley,Peru,South America,City,192.61,Autumn,3.8,9.24,No,Premium,4.333333333333333,3.8333333333333335,4.166666666666667,1.1666666666666667,2.5,3.6666666666666665,2.5,2.5,3.3333333333333335,Cold
Grand Forest,Thailand,Asia,Beach,85.5,Winter,4.1,7.51,No,Mid-range,4.0,3.6,3.8,2.8,3.2,4.4,3.8,2.8,3.4,Cold
Serene Falls,Spain,Europe,Adventure,74.86,Spring,4.4,4.8,No,Mid-range,4.25,3.1666666666666665,3.4166666666666665,3.0,3.6666666666666665,4.416666666666667,3.1666666666666665,3.4166666666666665,2.75,Pleasant
Serene Falls,USA,North America,Beach,137.71,Summer,4.4,5.23,No,Mid-range,4.084714165503293,3.2801098212388133,3.7489909779763613,2.33892642417113,3.117380553583651,4.038431451973767,3.119507328644805,3.2649765443172725,2.934566021440665,Pleasant
Mystic Canyon,Japan,Asia,Religious,190.22,Winter,4.5,3.94,Yes,Premium,4.5,2.2,3.3,1.6,3.1,4.4,3.0,3.6,2.8,Warm
Ancient Ruins,Canada,North America,City,242.45,Winter,4.8,0.62,No,Premium,3.9285714285714284,3.5714285714285716,4.285714285714286,2.142857142857143,3.0,3.5,3.2857142857142856,3.2857142857142856,3.0714285714285716,Cold
Lush Park,Morocco,Africa,Adventure,99.14,Autumn,4.7,9.63,No,Mid-range,4.285714285714286,2.5714285714285716,3.0,2.0,2.857142857142857,4.142857142857143,3.142857142857143,3.2857142857142856,3.0,Pleasant
Hidden Ruins,Morocco,Africa,Religious,136.56,Spring,4.2,1.31,No,Mid-range,4.285714285714286,2.5714285714285716,3.0,2.0,2.857142857142857,4.142857142857143,3.142857142857143,3.2857142857142856,3.0,Pleasant
Crystal Canyon,India,Asia,Beach,150.03,Autumn,4.5,6.16,No,Premium,4.777777777777778,3.0,3.0,1.6666666666666667,2.888888888888889,4.333333333333333,3.0,3.3333333333333335,2.3333333333333335,Pleasant
Crystal Pagoda,South Africa,Africa,Beach,150.7,Spring,4.5,2.49,No,Premium,3.75,3.5,4.0,2.75,3.5,4.0,3.0,4.0,2.25,Warm
Crystal Valley,India,Asia,Beach,144.26,Summer,4.5,2.31,No,Mid-range,4.777777777777778,3.0,3.0,1.6666666666666667,2.888888888888889,4.333333333333333,3.0,3.3333333333333335,2.3333333333333335,Pleasant
Sacred Beach,Morocco,Africa,Beach,148.36,Autumn,4.3,5.87,No,Mid-range,4.285714285714286,2.5714285714285716,3.0,2.0,2.857142857142857,4.142857142857143,3.142857142857143,3.2857142857142856,3.0,Pleasant
Lush Forest,India,Asia,Nature,219.43,Winter,3.7,4.69,No,Premium,4.777777777777778,3.0,3.0,1.6666666666666667,2.888888888888889,4.333333333333333,3.0,3.3333333333333335,2.3333333333333335,Pleasant
Hidden Valley,Germany,Europe,Beach,212.3,Autumn,3.9,1.97,Yes,Premium,4.2727272727272725,2.4545454545454546,3.1818181818181817,1.4545454545454546,3.6363636363636362,3.8181818181818183,3.0,4.0,2.5454545454545454,Warm
Lush Pagoda,Australia,Oceania,Religious,164.49,Winter,4.4,9.49,Yes,Premium,3.2941176470588234,3.9411764705882355,4.529411764705882,3.6470588235294117,2.588235294117647,3.5294117647058822,3.2941176470588234,2.588235294117647,3.5294117647058822,Warm
